shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
990005:99111,1,47.703012,-122.328373,0.0
990005:99111,2,47.702605,-122.328367,148.5
990005:99111,3,47.702251,-122.328363,277.45
990005:99111,4,47.701844,-122.328358,425.95
990005:99111,5,47.701437,-122.328369,574.37
990005:99111,6,47.701033,-122.328418,722.22
990005:99111,7,47.700633,-122.328492,869.38
990005:99111,8,47.700233,-122.328567,1016.51
990005:99111,9,47.699833,-122.328642,1163.64
990005:99111,10,47.699433,-122.328717,1310.77
990005:99111,11,47.699031,-122.328786,1458.1
990005:99111,12,47.698627,-122.328830,1606.09
990005:99111,13,47.698220,-122.328844,1754.49
990005:99111,14,47.697813,-122.328827,1902.87
990005:99111,15,47.697409,-122.328781,2050.83
990005:99111,16,47.697006,-122.328722,2198.49
990005:99111,17,47.696745,-122.328684,2294.31
990005:99111,18,47.696588,-122.328661,2351.62
990005:99111,19,47.696185,-122.328606,2499.35
990005:99111,20,47.695779,-122.328574,2647.56
990005:99111,21,47.695372,-122.328571,2796.03
990005:99111,22,47.694965,-122.328581,2944.52
990005:99111,23,47.694558,-122.328590,3093.0
990005:99111,24,47.694151,-122.328599,3241.48
990005:99111,25,47.693744,-122.328608,3389.96
990005:99111,26,47.693337,-122.328617,3538.45
990005:99111,27,47.692930,-122.328626,3686.93
990005:99111,28,47.692523,-122.328636,3835.41
990005:99111,29,47.692116,-122.328638,3983.89
990005:99111,30,47.691710,-122.328612,4132.2
990005:99111,31,47.691307,-122.328552,4279.77
990005:99111,32,47.690911,-122.328459,4426.1
990005:99111,33,47.690523,-122.328335,4570.78
990005:99111,34,47.690146,-122.328183,4713.47
990005:99111,35,47.689780,-122.328004,4853.89
990005:99111,36,47.689429,-122.327799,4991.73
990005:99111,37,47.689091,-122.327572,5127.06
990005:99111,38,47.688767,-122.327325,5259.86
990005:99111,39,47.688460,-122.327059,5389.89
990005:99111,40,47.688166,-122.326777,5517.53
990005:99111,41,47.687888,-122.326480,5642.61
990005:99111,42,47.687628,-122.326174,5763.5
990005:99111,43,47.687363,-122.325857,5887.94
990005:99111,44,47.687103,-122.325544,6010.19
990005:99111,45,47.686843,-122.325231,6132.44
990005:99111,46,47.686583,-122.324917,6254.67
990005:99111,47,47.686323,-122.324604,6376.92
990005:99111,48,47.686063,-122.324291,6499.17
990005:99111,49,47.685803,-122.323977,6621.42
990005:99111,50,47.685543,-122.323664,6743.67
990005:99111,51,47.685284,-122.323350,6865.92
990005:99111,52,47.685024,-122.323037,6988.17
990005:99111,53,47.684764,-122.322724,7110.41
990005:99111,54,47.684504,-122.322410,7232.66
990005:99111,55,47.684244,-122.322097,7354.91
990005:99111,56,47.683984,-122.321783,7477.16
990005:99111,57,47.683724,-122.321470,7599.41
990005:99111,58,47.683464,-122.321157,7721.66
990005:99111,59,47.683204,-122.320843,7843.9
990005:99111,60,47.682945,-122.320530,7966.15
990005:99111,61,47.682685,-122.320217,8088.4
990005:99111,62,47.682425,-122.319903,8210.66
990005:99111,63,47.682165,-122.319590,8332.92
990005:99111,64,47.681905,-122.319276,8455.18
990005:99111,65,47.681645,-122.318963,8577.43
990005:99111,66,47.681385,-122.318650,8699.67
990005:99111,67,47.681125,-122.318336,8821.93
990005:99111,68,47.680865,-122.318023,8944.19
990005:99111,69,47.680603,-122.317712,9066.81
990005:99111,70,47.680327,-122.317412,9191.6
990005:99111,71,47.680030,-122.317134,9319.83
990005:99111,72,47.679712,-122.316880,9451.64
990005:99111,73,47.679373,-122.316654,9587.08
990005:99111,74,47.679015,-122.316461,9726.1
990005:99111,75,47.678640,-122.316304,9868.46
990005:99111,76,47.678249,-122.316190,10013.63
990005:99111,77,47.677849,-122.316119,10160.82
990005:99111,78,47.677443,-122.316092,10309.07
990005:99111,79,47.677036,-122.316085,10457.56
990005:99111,80,47.676629,-122.316079,10606.06
990005:99111,81,47.676221,-122.316073,10754.56
990005:99111,82,47.675814,-122.316066,10903.06
990005:99111,83,47.675408,-122.316050,11051.48
990005:99111,84,47.675003,-122.316008,11199.52
990005:99111,85,47.674601,-122.315944,11347.01
990005:99111,86,47.674199,-122.315877,11494.39
990005:99111,87,47.673798,-122.315809,11641.78
990005:99111,88,47.673396,-122.315741,11789.16
990005:99111,89,47.672995,-122.315673,11936.55
990005:99111,90,47.672593,-122.315606,12083.93
990005:99111,91,47.672192,-122.315538,12231.32
990005:99111,92,47.671791,-122.315470,12378.7
990005:99111,93,47.671389,-122.315403,12526.09
990005:99111,94,47.670988,-122.315335,12673.48
990005:99111,95,47.670586,-122.315267,12820.86
990005:99111,96,47.670185,-122.315199,12968.25
990005:99111,97,47.669783,-122.315132,13115.63
990005:99111,98,47.669382,-122.315064,13263.02
990005:99111,99,47.668980,-122.314996,13410.4
990005:99111,100,47.668579,-122.314928,13557.79
990005:99111,101,47.668177,-122.314861,13705.18
990005:99111,102,47.667776,-122.314793,13852.57
990005:99111,103,47.667375,-122.314725,13999.95
990005:99111,104,47.666973,-122.314658,14147.34
990005:99111,105,47.666572,-122.314590,14294.72
990005:99111,106,47.666170,-122.314522,14442.11
990005:99111,107,47.665768,-122.314457,14589.57
990005:99111,108,47.665366,-122.314397,14737.19
990005:99111,109,47.664962,-122.314344,14885.01
990005:99111,110,47.664557,-122.314298,15033.0
990005:99111,111,47.664152,-122.314261,15181.16
990005:99111,112,47.663746,-122.314230,15329.44
990005:99111,113,47.663340,-122.314208,15477.81
990005:99111,114,47.662933,-122.314192,15626.25
990005:99111,115,47.662526,-122.314183,15774.73
990005:99111,116,47.662119,-122.314182,15923.23
990005:99111,117,47.661712,-122.314189,16071.73
990005:99111,118,47.661305,-122.314199,16220.21
990005:99111,119,47.660898,-122.314210,16368.69
990005:99111,120,47.660491,-122.314221,16517.17
990005:99111,121,47.660084,-122.314231,16665.65
990005:99111,122,47.659677,-122.314242,16814.13
990005:99111,123,47.659270,-122.314239,16962.52
990005:99111,124,47.658874,-122.314150,17108.62
990005:99111,125,47.658510,-122.313969,17248.59
990005:99111,126,47.658191,-122.313718,17380.53
990005:99111,127,47.657919,-122.313416,17504.6
990005:99111,128,47.657692,-122.313078,17621.95
990005:99111,129,47.657509,-122.312715,17733.6
990005:99111,130,47.657365,-122.312334,17841.1
990005:99111,131,47.657260,-122.311941,17945.33
990005:99111,132,47.657187,-122.311541,18047.54
990005:99111,133,47.657128,-122.311138,18149.12
990005:99111,134,47.657069,-122.310735,18250.7
990005:99111,135,47.657010,-122.310332,18352.26
990005:99111,136,47.656951,-122.309929,18453.84
990005:99111,137,47.656892,-122.309526,18555.4
990005:99111,138,47.656833,-122.309123,18657.0
990005:99111,139,47.656769,-122.308722,18758.78
990005:99111,140,47.656691,-122.308322,18861.28
990005:99111,141,47.656595,-122.307926,18964.9
990005:99111,142,47.656480,-122.307536,19069.88
990005:99111,143,47.656345,-122.307152,19176.57
990005:99111,144,47.656189,-122.306776,19285.3
990005:99111,145,47.656012,-122.306409,19396.28
990005:99111,146,47.655814,-122.306054,19509.89
990005:99111,147,47.655593,-122.305712,19626.53
990005:99111,148,47.655347,-122.305387,19746.64
990005:99111,149,47.655077,-122.305083,19870.47
990005:99111,150,47.654782,-122.304803,19998.35
990005:99111,151,47.654462,-122.304552,20130.55
990005:99111,152,47.654117,-122.304336,20267.16
990005:99111,153,47.653749,-122.304161,20407.89
990005:99111,154,47.653364,-122.304032,20552.18
990005:99111,155,47.652964,-122.303956,20699.14
990005:99111,156,47.652558,-122.303928,20847.42
990005:99111,157,47.652151,-122.303917,20995.9
990005:99111,158,47.651744,-122.303906,21144.37
990005:99111,159,47.651337,-122.303895,21292.85
990005:99111,160,47.650930,-122.303884,21441.33
990005:99111,161,47.650523,-122.303873,21589.8
990005:99111,162,47.649704,-122.303864,21888.57
990005:99111,163,47.649521,-122.303848,21954.07
990005:99111,164,47.649296,-122.303848,22036.37
990005:99111,165,47.649048,-122.303833,22128.57
990005:99111,166,47.648781,-122.303833,22224.87
990005:99111,167,47.647518,-122.303795,22684.97
990005:99111,168,47.647224,-122.303795,22791.27
990005:99111,169,47.646854,-122.303795,22926.67
990005:99111,170,47.646431,-122.303802,23081.77
990005:99111,171,47.646023,-122.303833,23229.37
990005:99111,172,47.645569,-122.303886,23397.27
990005:99111,173,47.645138,-122.303940,23556.77
990005:99111,174,47.644714,-122.304008,23710.77
990005:99111,175,47.644299,-122.304108,23862.07
990005:99111,176,47.643875,-122.304199,24019.87
990005:99111,177,47.643417,-122.304314,24188.27
990005:99111,178,47.642929,-122.304459,24370.47
990005:99111,179,47.642479,-122.304611,24540.87
990005:99111,180,47.641983,-122.304802,24726.77
990005:99111,181,47.641407,-122.305046,24943.97
990005:99111,182,47.640934,-122.305267,25125.27
990005:99111,183,47.640381,-122.305557,25339.47
990005:99111,184,47.639839,-122.305855,25549.77
990005:99111,185,47.639366,-122.306145,25737.87
990005:99111,186,47.638844,-122.306480,25946.07
990005:99111,187,47.638317,-122.306870,26158.27
990005:99111,188,47.637817,-122.307251,26364.07
990005:99111,189,47.636810,-122.308067,26782.67
990005:99111,190,47.636238,-122.308548,27022.37
990005:99111,191,47.629559,-122.314011,29809.37
990005:99111,192,47.628090,-122.315208,30417.87
990005:99111,193,47.627274,-122.315880,30759.27
990005:99111,194,47.626259,-122.316711,31184.17
990005:99111,195,47.624302,-122.318314,31999.47
990005:99111,196,47.623722,-122.318794,32240.07
990005:99111,197,47.623409,-122.319054,32371.37
990005:99111,198,47.623161,-122.319244,32475.67
990005:99111,199,47.622822,-122.319458,32610.57
990005:99111,200,47.622513,-122.319641,32729.27
990005:99111,201,47.622131,-122.319832,32876.87
990005:99111,202,47.621750,-122.319992,33023.17
990005:99111,203,47.621326,-122.320114,33178.97
990005:99111,204,47.620918,-122.320213,33331.97
990005:99111,205,47.620590,-122.320267,33449.97
990005:99111,206,47.620232,-122.320297,33580.47
990005:99111,207,47.619808,-122.320297,33734.37
990005:99111,208,47.619560,-122.320282,33826.27
990005:99111,209,47.618324,-122.320267,34276.07
990005:99111,210,47.617844,-122.320267,34451.77
990005:99111,211,47.617550,-122.320267,34558.27
990005:99111,212,47.617245,-122.320320,34670.87
990005:99111,213,47.616909,-122.320404,34795.77
990005:99111,214,47.616566,-122.320541,34924.27
990005:99111,215,47.616226,-122.320717,35056.07
990005:99111,216,47.615932,-122.320892,35170.67
990005:99111,217,47.615585,-122.321198,35319.37
990005:99111,218,47.615303,-122.321457,35441.17
990005:99111,219,47.614983,-122.321838,35589.97
990005:99111,220,47.614727,-122.322189,35719.77
990005:99111,221,47.614471,-122.322601,35853.57
990005:99111,222,47.614281,-122.322968,35969.87
990005:99111,223,47.614113,-122.323341,36081.27
990005:99111,224,47.613926,-122.323845,36222.07
990005:99111,225,47.613781,-122.324295,36344.47
990005:99111,226,47.613663,-122.324799,36478.17
990005:99111,227,47.613560,-122.325317,36610.77
990005:99111,228,47.613510,-122.325798,36728.87
990005:99111,229,47.613476,-122.326225,36836.27
990005:99111,230,47.613464,-122.326698,36951.57
990005:99111,231,47.613476,-122.327209,37078.57
990005:99111,232,47.613510,-122.327614,37180.47
990005:99111,233,47.613560,-122.328079,37295.57
990005:99111,234,47.613647,-122.328583,37423.47
990005:99111,235,47.613762,-122.329048,37546.77
990005:99111,236,47.613865,-122.329491,37660.17
990005:99111,237,47.613926,-122.329788,37737.87
990005:99111,238,47.613972,-122.330078,37811.07
990005:99111,239,47.613979,-122.330276,37860.07
990005:99111,240,47.613979,-122.330513,37919.07
990005:99111,241,47.613968,-122.330742,37977.07
990005:99111,242,47.613937,-122.331001,38038.97
990005:99111,243,47.613876,-122.331291,38113.17
990005:99111,244,47.613827,-122.331497,38168.37
990005:99111,245,47.613762,-122.331703,38225.27
990005:99111,246,47.613705,-122.331848,38264.97
990005:99111,247,47.613327,-122.332726,38523.17
990005:99111,248,47.613148,-122.333160,38648.67
990005:99111,249,47.612614,-122.334419,39015.77
990005:99111,250,47.612480,-122.334854,39132.67
990005:99111,251,47.611950,-122.336128,39502.27
990005:99111,252,47.611389,-122.337479,39892.47
990005:99111,253,47.611343,-122.337585,39923.17
990005:99111,254,47.611122,-122.337944,40042.37
990005:99111,255,47.611103,-122.337967,40052.47
990005:99111,256,47.611008,-122.338173,40113.27
990005:99111,257,47.610912,-122.338295,40161.47
990005:99111,258,47.610836,-122.338394,40197.17
990005:99111,259,47.610767,-122.338448,40224.27
990005:99111,260,47.610691,-122.338478,40253.27
990005:99111,261,47.610599,-122.338486,40286.07
990005:99111,262,47.610516,-122.338486,40319.77
990005:99111,263,47.610390,-122.338448,40363.87
990005:99111,264,47.610264,-122.338379,40412.27
990005:99111,265,47.610180,-122.338326,40448.07
990005:99111,266,47.608345,-122.336647,41235.07
990005:99111,267,47.607639,-122.336006,41537.37
990005:99111,268,47.607388,-122.335770,41646.17
990005:99111,269,47.607284,-122.335678,41689.87
990005:99111,270,47.607014,-122.335419,41806.97
990005:99111,271,47.606300,-122.334763,42112.77
990005:99111,272,47.604874,-122.333466,42724.77
990005:99111,273,47.604157,-122.332809,43030.77
990005:99111,274,47.603447,-122.332153,43336.67
990005:99111,275,47.603294,-122.332016,43402.47
990005:99111,276,47.602737,-122.331497,43643.17
990005:99111,277,47.602181,-122.330978,43882.47
990005:99111,278,47.602051,-122.330864,43936.47
990005:99111,279,47.601936,-122.330757,43987.97
990005:99111,280,47.601833,-122.330635,44035.37
990005:99111,281,47.601719,-122.330460,44094.27
990005:99111,282,47.601585,-122.330269,44162.17
990005:99111,283,47.601494,-122.330132,44209.67
990005:99111,284,47.600929,-122.329308,44500.97
990005:99111,285,47.600639,-122.328888,44646.27
990005:99111,286,47.600346,-122.328491,44794.87
990005:99111,287,47.600227,-122.328339,44849.17
990005:99111,288,47.600117,-122.328247,44895.27
990005:99111,289,47.599960,-122.328148,44958.57
990005:99111,290,47.599716,-122.328079,45049.47
990005:99111,291,47.598938,-122.328064,45333.07
990005:99111,292,47.597664,-122.328110,45798.07
990005:99111,293,47.597576,-122.328125,45829.27
990005:99111,294,47.597477,-122.328163,45867.17
990005:99111,295,47.597393,-122.328201,45898.27
990005:99111,296,47.597317,-122.328217,45926.07
990005:99111,297,47.597240,-122.328232,45954.87
990005:99111,298,47.596600,-122.328217,46186.97
990005:99111,299,47.596569,-122.328217,46198.87
990005:99111,300,47.596539,-122.328217,46210.97
990005:99111,301,47.595852,-122.328201,46460.17
990005:99111,302,47.595814,-122.328201,46475.17
990005:99111,303,47.595730,-122.328201,46505.17
990005:99111,304,47.595650,-122.328186,46534.67
990005:99111,305,47.595573,-122.328186,46563.67
990005:99111,306,47.595493,-122.328178,46592.77
990005:99111,307,47.595428,-122.328163,46614.57
990005:99111,308,47.595375,-122.328148,46636.37
990005:99111,309,47.595314,-122.328133,46658.27
990005:99111,310,47.595257,-122.328125,46680.07
990005:99111,311,47.595200,-122.328110,46701.87
990005:99111,312,47.595120,-122.328079,46731.87
990005:99111,313,47.595036,-122.328056,46761.77
990005:99111,314,47.594879,-122.327995,46821.77
990005:99111,315,47.593941,-122.327644,47175.37
990005:99111,316,47.593174,-122.327354,47463.07
990005:99111,317,47.593090,-122.327316,47494.87
990005:99111,318,47.593033,-122.327301,47516.17
990005:99111,319,47.592976,-122.327286,47537.67
990005:99111,320,47.592915,-122.327271,47559.17
990005:99111,321,47.592842,-122.327263,47586.07
990005:99111,322,47.592770,-122.327263,47612.77
990005:99111,323,47.592567,-122.327248,47687.07
990005:99111,324,47.591824,-122.327248,47956.87
990005:99111,325,47.590309,-122.327263,48509.37
990005:99111,326,47.589726,-122.327263,48723.37
990005:99111,327,47.589603,-122.327263,48768.37
990005:99111,328,47.589478,-122.327271,48813.47
990005:99111,329,47.589374,-122.327286,48851.87
990005:99111,330,47.589253,-122.327301,48896.87
990005:99111,331,47.589016,-122.327354,48982.57
990005:99111,332,47.588894,-122.327385,49027.57
990005:99111,333,47.588806,-122.327400,49061.27
990005:99111,334,47.588692,-122.327408,49101.97
990005:99111,335,47.588390,-122.327408,49212.37
990005:99111,336,47.588215,-122.327408,49276.67
990005:99111,337,47.587910,-122.327408,49386.67
990005:99111,338,47.581077,-122.327417,51886.67
990005:99260,11291,47.703012,-122.328373,0.0
990005:99260,11292,47.702605,-122.328367,148.5
990005:99260,11293,47.702251,-122.328363,277.45
990005:99260,11294,47.701844,-122.328358,425.95
990005:99260,11295,47.701437,-122.328369,574.37
990005:99260,11296,47.701033,-122.328418,722.22
990005:99260,11297,47.700633,-122.328492,869.38
990005:99260,11298,47.700233,-122.328567,1016.51
990005:99260,11299,47.699833,-122.328642,1163.64
990005:99260,11300,47.699433,-122.328717,1310.77
990005:99260,11301,47.699031,-122.328786,1458.1
990005:99260,11302,47.698627,-122.328830,1606.09
990005:99260,11303,47.698220,-122.328844,1754.49
990005:99260,11304,47.697813,-122.328827,1902.87
990005:99260,11305,47.697409,-122.328781,2050.83
990005:99260,11306,47.697006,-122.328722,2198.49
990005:99260,11307,47.696745,-122.328684,2294.31
990005:99260,11308,47.696588,-122.328661,2351.62
990005:99260,11309,47.696185,-122.328606,2499.35
990005:99260,11310,47.695779,-122.328574,2647.56
990005:99260,11311,47.695372,-122.328571,2796.03
990005:99260,11312,47.694965,-122.328581,2944.52
990005:99260,11313,47.694558,-122.328590,3093.0
990005:99260,11314,47.694151,-122.328599,3241.48
990005:99260,11315,47.693744,-122.328608,3389.96
990005:99260,11316,47.693337,-122.328617,3538.45
990005:99260,11317,47.692930,-122.328626,3686.93
990005:99260,11318,47.692523,-122.328636,3835.41
990005:99260,11319,47.692116,-122.328638,3983.89
990005:99260,11320,47.691710,-122.328612,4132.2
990005:99260,11321,47.691307,-122.328552,4279.77
990005:99260,11322,47.690911,-122.328459,4426.1
990005:99260,11323,47.690523,-122.328335,4570.78
990005:99260,11324,47.690146,-122.328183,4713.47
990005:99260,11325,47.689780,-122.328004,4853.89
990005:99260,11326,47.689429,-122.327799,4991.73
990005:99260,11327,47.689091,-122.327572,5127.06
990005:99260,11328,47.688767,-122.327325,5259.86
990005:99260,11329,47.688460,-122.327059,5389.89
990005:99260,11330,47.688166,-122.326777,5517.53
990005:99260,11331,47.687888,-122.326480,5642.61
990005:99260,11332,47.687628,-122.326174,5763.5
990005:99260,11333,47.687363,-122.325857,5887.94
990005:99260,11334,47.687103,-122.325544,6010.19
990005:99260,11335,47.686843,-122.325231,6132.44
990005:99260,11336,47.686583,-122.324917,6254.67
990005:99260,11337,47.686323,-122.324604,6376.92
990005:99260,11338,47.686063,-122.324291,6499.17
990005:99260,11339,47.685803,-122.323977,6621.42
990005:99260,11340,47.685543,-122.323664,6743.67
990005:99260,11341,47.685284,-122.323350,6865.92
990005:99260,11342,47.685024,-122.323037,6988.17
990005:99260,11343,47.684764,-122.322724,7110.41
990005:99260,11344,47.684504,-122.322410,7232.66
990005:99260,11345,47.684244,-122.322097,7354.91
990005:99260,11346,47.683984,-122.321783,7477.16
990005:99260,11347,47.683724,-122.321470,7599.41
990005:99260,11348,47.683464,-122.321157,7721.66
990005:99260,11349,47.683204,-122.320843,7843.9
990005:99260,11350,47.682945,-122.320530,7966.15
990005:99260,11351,47.682685,-122.320217,8088.4
990005:99260,11352,47.682425,-122.319903,8210.66
990005:99260,11353,47.682165,-122.319590,8332.92
990005:99260,11354,47.681905,-122.319276,8455.18
990005:99260,11355,47.681645,-122.318963,8577.43
990005:99260,11356,47.681385,-122.318650,8699.67
990005:99260,11357,47.681125,-122.318336,8821.93
990005:99260,11358,47.680865,-122.318023,8944.19
990005:99260,11359,47.680603,-122.317712,9066.81
990005:99260,11360,47.680327,-122.317412,9191.6
990005:99260,11361,47.680030,-122.317134,9319.83
990005:99260,11362,47.679712,-122.316880,9451.64
990005:99260,11363,47.679373,-122.316654,9587.08
990005:99260,11364,47.679015,-122.316461,9726.1
990005:99260,11365,47.678640,-122.316304,9868.46
990005:99260,11366,47.678249,-122.316190,10013.63
990005:99260,11367,47.677849,-122.316119,10160.82
990005:99260,11368,47.677443,-122.316092,10309.07
990005:99260,11369,47.677036,-122.316085,10457.56
990005:99260,11370,47.676629,-122.316079,10606.06
990005:99260,11371,47.676221,-122.316073,10754.56
990005:99260,11372,47.675814,-122.316066,10903.06
990005:99260,11373,47.675408,-122.316050,11051.48
990005:99260,11374,47.675003,-122.316008,11199.52
990005:99260,11375,47.674601,-122.315944,11347.01
990005:99260,11376,47.674199,-122.315877,11494.39
990005:99260,11377,47.673798,-122.315809,11641.78
990005:99260,11378,47.673396,-122.315741,11789.16
990005:99260,11379,47.672995,-122.315673,11936.55
990005:99260,11380,47.672593,-122.315606,12083.93
990005:99260,11381,47.672192,-122.315538,12231.32
990005:99260,11382,47.671791,-122.315470,12378.7
990005:99260,11383,47.671389,-122.315403,12526.09
990005:99260,11384,47.670988,-122.315335,12673.48
990005:99260,11385,47.670586,-122.315267,12820.86
990005:99260,11386,47.670185,-122.315199,12968.25
990005:99260,11387,47.669783,-122.315132,13115.63
990005:99260,11388,47.669382,-122.315064,13263.02
990005:99260,11389,47.668980,-122.314996,13410.4
990005:99260,11390,47.668579,-122.314928,13557.79
990005:99260,11391,47.668177,-122.314861,13705.18
990005:99260,11392,47.667776,-122.314793,13852.57
990005:99260,11393,47.667375,-122.314725,13999.95
990005:99260,11394,47.666973,-122.314658,14147.34
990005:99260,11395,47.666572,-122.314590,14294.72
990005:99260,11396,47.666170,-122.314522,14442.11
990005:99260,11397,47.665768,-122.314457,14589.57
990005:99260,11398,47.665366,-122.314397,14737.19
990005:99260,11399,47.664962,-122.314344,14885.01
990005:99260,11400,47.664557,-122.314298,15033.0
990005:99260,11401,47.664152,-122.314261,15181.16
990005:99260,11402,47.663746,-122.314230,15329.44
990005:99260,11403,47.663340,-122.314208,15477.81
990005:99260,11404,47.662933,-122.314192,15626.25
990005:99260,11405,47.662526,-122.314183,15774.73
990005:99260,11406,47.662119,-122.314182,15923.23
990005:99260,11407,47.661712,-122.314189,16071.73
990005:99260,11408,47.661305,-122.314199,16220.21
990005:99260,11409,47.660898,-122.314210,16368.69
990005:99260,11410,47.660491,-122.314221,16517.17
990005:99260,11411,47.660084,-122.314231,16665.65
990005:99260,11412,47.659677,-122.314242,16814.13
990005:99260,11413,47.659270,-122.314239,16962.52
990005:99260,11414,47.658874,-122.314150,17108.62
990005:99260,11415,47.658510,-122.313969,17248.59
990005:99260,11416,47.658191,-122.313718,17380.53
990005:99260,11417,47.657919,-122.313416,17504.6
990005:99260,11418,47.657692,-122.313078,17621.95
990005:99260,11419,47.657509,-122.312715,17733.6
990005:99260,11420,47.657365,-122.312334,17841.1
990005:99260,11421,47.657260,-122.311941,17945.33
990005:99260,11422,47.657187,-122.311541,18047.54
990005:99260,11423,47.657128,-122.311138,18149.12
990005:99260,11424,47.657069,-122.310735,18250.7
990005:99260,11425,47.657010,-122.310332,18352.26
990005:99260,11426,47.656951,-122.309929,18453.84
990005:99260,11427,47.656892,-122.309526,18555.4
990005:99260,11428,47.656833,-122.309123,18657.0
990005:99260,11429,47.656769,-122.308722,18758.78
990005:99260,11430,47.656691,-122.308322,18861.28
990005:99260,11431,47.656595,-122.307926,18964.9
990005:99260,11432,47.656480,-122.307536,19069.88
990005:99260,11433,47.656345,-122.307152,19176.57
990005:99260,11434,47.656189,-122.306776,19285.3
990005:99260,11435,47.656012,-122.306409,19396.28
990005:99260,11436,47.655814,-122.306054,19509.89
990005:99260,11437,47.655593,-122.305712,19626.53
990005:99260,11438,47.655347,-122.305387,19746.64
990005:99260,11439,47.655077,-122.305083,19870.47
990005:99260,11440,47.654782,-122.304803,19998.35
990005:99260,11441,47.654462,-122.304552,20130.55
990005:99260,11442,47.654117,-122.304336,20267.16
990005:99260,11443,47.653749,-122.304161,20407.89
990005:99260,11444,47.653364,-122.304032,20552.18
990005:99260,11445,47.652964,-122.303956,20699.14
990005:99260,11446,47.652558,-122.303928,20847.42
990005:99260,11447,47.652151,-122.303917,20995.9
990005:99260,11448,47.651744,-122.303906,21144.37
990005:99260,11449,47.651337,-122.303895,21292.85
990005:99260,11450,47.650930,-122.303884,21441.33
990005:99260,11451,47.650523,-122.303873,21589.8
990005:99260,11452,47.649704,-122.303864,21888.57
990005:99260,11453,47.649521,-122.303848,21954.07
990005:99260,11454,47.649296,-122.303848,22036.37
990005:99260,11455,47.649048,-122.303833,22128.57
990005:99260,11456,47.648781,-122.303833,22224.87
990005:99260,11457,47.647518,-122.303795,22684.97
990005:99260,11458,47.647224,-122.303795,22791.27
990005:99260,11459,47.646854,-122.303795,22926.67
990005:99260,11460,47.646431,-122.303802,23081.77
990005:99260,11461,47.646023,-122.303833,23229.37
990005:99260,11462,47.645569,-122.303886,23397.27
990005:99260,11463,47.645138,-122.303940,23556.77
990005:99260,11464,47.644714,-122.304008,23710.77
990005:99260,11465,47.644299,-122.304108,23862.07
990005:99260,11466,47.643875,-122.304199,24019.87
990005:99260,11467,47.643417,-122.304314,24188.27
990005:99260,11468,47.642929,-122.304459,24370.47
990005:99260,11469,47.642479,-122.304611,24540.87
990005:99260,11470,47.641983,-122.304802,24726.77
990005:99260,11471,47.641407,-122.305046,24943.97
990005:99260,11472,47.640934,-122.305267,25125.27
990005:99260,11473,47.640381,-122.305557,25339.47
990005:99260,11474,47.639839,-122.305855,25549.77
990005:99260,11475,47.639366,-122.306145,25737.87
990005:99260,11476,47.638844,-122.306480,25946.07
990005:99260,11477,47.638317,-122.306870,26158.27
990005:99260,11478,47.637817,-122.307251,26364.07
990005:99260,11479,47.636810,-122.308067,26782.67
990005:99260,11480,47.636238,-122.308548,27022.37
990005:99260,11481,47.629559,-122.314011,29809.37
990005:99260,11482,47.628090,-122.315208,30417.87
990005:99260,11483,47.627274,-122.315880,30759.27
990005:99260,11484,47.626259,-122.316711,31184.17
990005:99260,11485,47.624302,-122.318314,31999.47
990005:99260,11486,47.623722,-122.318794,32240.07
990005:99260,11487,47.623409,-122.319054,32371.37
990005:99260,11488,47.623161,-122.319244,32475.67
990005:99260,11489,47.622822,-122.319458,32610.57
990005:99260,11490,47.622513,-122.319641,32729.27
990005:99260,11491,47.622131,-122.319832,32876.87
990005:99260,11492,47.621750,-122.319992,33023.17
990005:99260,11493,47.621326,-122.320114,33178.97
990005:99260,11494,47.620918,-122.320213,33331.97
990005:99260,11495,47.620590,-122.320267,33449.97
990005:99260,11496,47.620232,-122.320297,33580.47
990005:99260,11497,47.619808,-122.320297,33734.37
990005:99260,11498,47.619560,-122.320282,33826.27
990005:99260,11499,47.618324,-122.320267,34276.07
990005:99260,11500,47.617844,-122.320267,34451.77
990005:99260,11501,47.617550,-122.320267,34558.27
990005:99260,11502,47.617245,-122.320320,34670.87
990005:99260,11503,47.616909,-122.320404,34795.77
990005:99260,11504,47.616566,-122.320541,34924.27
990005:99260,11505,47.616226,-122.320717,35056.07
990005:99260,11506,47.615932,-122.320892,35170.67
990005:99260,11507,47.615585,-122.321198,35319.37
990005:99260,11508,47.615303,-122.321457,35441.17
990005:99260,11509,47.614983,-122.321838,35589.97
990005:99260,11510,47.614727,-122.322189,35719.77
990005:99260,11511,47.614471,-122.322601,35853.57
990005:99260,11512,47.614281,-122.322968,35969.87
990005:99260,11513,47.614113,-122.323341,36081.27
990005:99260,11514,47.613926,-122.323845,36222.07
990005:99260,11515,47.613781,-122.324295,36344.47
990005:99260,11516,47.613663,-122.324799,36478.17
990005:99260,11517,47.613560,-122.325317,36610.77
990005:99260,11518,47.613510,-122.325798,36728.87
990005:99260,11519,47.613476,-122.326225,36836.27
990005:99260,11520,47.613464,-122.326698,36951.57
990005:99260,11521,47.613476,-122.327209,37078.57
990005:99260,11522,47.613510,-122.327614,37180.47
990005:99260,11523,47.613560,-122.328079,37295.57
990005:99260,11524,47.613647,-122.328583,37423.47
