shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
99903:990006,9231,47.449474,-122.297371,1630.4
99903:990006,9232,47.449581,-122.297478,1677.5
99903:990006,9233,47.449581,-122.297478,1677.5
99903:990006,9234,47.449657,-122.297562,1710.4
99903:990006,9235,47.449657,-122.297562,1710.4
99903:990006,9236,47.449711,-122.297630,1736.5
99903:990006,9237,47.449711,-122.297630,1736.5
99903:990006,9238,47.449772,-122.297699,1766.1
99903:990006,9239,47.449772,-122.297699,1766.1
99903:990006,9240,47.449833,-122.297798,1798.8
99903:990006,9241,47.449833,-122.297798,1798.8
99903:990006,9242,47.449917,-122.297920,1841.0
99903:990006,9243,47.449917,-122.297920,1841.0
99903:990006,9244,47.450077,-122.298164,1925.3
99903:990006,9245,47.450077,-122.298164,1925.3
99903:990006,9246,47.450363,-122.298599,2076.6
99903:990006,9247,47.450363,-122.298599,2076.6
99903:990006,9248,47.450516,-122.298843,2157.6
99903:990006,9249,47.450516,-122.298843,2157.6
99903:990006,9250,47.450623,-122.298981,2208.4
99903:990006,9251,47.450623,-122.298981,2208.4
99903:990006,9252,47.450737,-122.299133,2265.5
99903:990006,9253,47.450737,-122.299133,2265.5
99903:990006,9254,47.450806,-122.299232,2301.2
99903:990006,9255,47.450806,-122.299232,2301.2
99903:990006,9256,47.450924,-122.299370,2354.4
99903:990006,9257,47.450924,-122.299370,2354.4
99903:990006,9258,47.451042,-122.299492,2406.4
99903:990006,9259,47.451042,-122.299492,2406.4
99903:990006,9260,47.451187,-122.299629,2470.3
99903:990006,9261,47.451187,-122.299629,2470.3
99903:990006,9262,47.451324,-122.299751,2530.0
99903:990006,9263,47.451324,-122.299751,2530.0
99903:990006,9264,47.451473,-122.299873,2591.6
99903:990006,9265,47.451473,-122.299873,2591.6
99903:990006,9266,47.451611,-122.299965,2645.6
99903:990006,9267,47.451611,-122.299965,2645.6
99903:990006,9268,47.451744,-122.300049,2699.8
99903:990006,9269,47.451744,-122.300049,2699.8
99903:990006,9270,47.451901,-122.300133,2759.6
99903:990006,9271,47.451901,-122.300133,2759.6
99903:990006,9272,47.452064,-122.300217,2823.0
99903:990006,9273,47.452064,-122.300217,2823.0
99903:990006,9274,47.452206,-122.300270,2875.3
99903:990006,9275,47.452206,-122.300270,2875.3
99903:990006,9276,47.452347,-122.300323,2929.0
99903:990006,9277,47.452347,-122.300323,2929.0
99903:990006,9278,47.452507,-122.300362,2989.6
99903:990006,9279,47.452507,-122.300362,2989.6
99903:990006,9280,47.452683,-122.300392,3053.0
99903:990006,9281,47.452683,-122.300392,3053.0
99903:990006,9282,47.452835,-122.300415,3109.5
99903:990006,9283,47.452835,-122.300415,3109.5
99903:990006,9284,47.452995,-122.300430,3167.9
99903:990006,9285,47.452995,-122.300430,3167.9
99903:990006,9286,47.453133,-122.300430,3218.4
99903:990006,9287,47.453133,-122.300430,3218.4
99903:990006,9288,47.453316,-122.300430,3285.6
99903:990006,9289,47.453316,-122.300430,3285.6
99903:990006,9290,47.455894,-122.300415,4227.4
99903:990006,9291,47.455894,-122.300415,4227.4
99903:990006,9292,47.456184,-122.300415,4331.5
99903:990006,9293,47.456184,-122.300415,4331.5
99903:990006,9294,47.456348,-122.300407,4391.8
99903:990006,9295,47.456348,-122.300407,4391.8
99903:990006,9296,47.456543,-122.300392,4461.4
99903:990006,9297,47.456543,-122.300392,4461.4
99903:990006,9298,47.456669,-122.300362,4508.5
99903:990006,9299,47.456669,-122.300362,4508.5
99903:990006,9300,47.456829,-122.300323,4568.9
99903:990006,9301,47.456829,-122.300323,4568.9
99903:990006,9302,47.456997,-122.300278,4629.3
99903:990006,9303,47.456997,-122.300278,4629.3
99903:990006,9304,47.457157,-122.300217,4689.8
99903:990006,9305,47.457157,-122.300217,4689.8
99903:990006,9306,47.457313,-122.300148,4750.1
99903:990006,9307,47.457313,-122.300148,4750.1
99903:990006,9308,47.457466,-122.300064,4810.6
99903:990006,9309,47.457466,-122.300064,4810.6
99903:990006,9310,47.457622,-122.299980,4871.0
99903:990006,9311,47.457622,-122.299980,4871.0
99903:990006,9312,47.457779,-122.299873,4931.4
99903:990006,9313,47.457779,-122.299873,4931.4
99903:990006,9314,47.457920,-122.299759,4991.8
99903:990006,9315,47.457920,-122.299759,4991.8
99903:990006,9316,47.458069,-122.299652,5052.2
99903:990006,9317,47.458069,-122.299652,5052.2
99903:990006,9318,47.458206,-122.299515,5112.6
99903:990006,9319,47.458206,-122.299515,5112.6
99903:990006,9320,47.458336,-122.299393,5168.6
99903:990006,9321,47.458336,-122.299393,5168.6
99903:990006,9322,47.458447,-122.299271,5220.6
99903:990006,9323,47.458447,-122.299271,5220.6
99903:990006,9324,47.458591,-122.299110,5285.8
99903:990006,9325,47.458591,-122.299110,5285.8
99903:990006,9326,47.458786,-122.298874,5376.5
99903:990006,9327,47.458786,-122.298874,5376.5
99903:990006,9328,47.463230,-122.293243,7513.4
99903:990006,9329,47.463230,-122.293243,7513.4
99903:990006,9330,47.463287,-122.293175,7539.4
99903:990006,9331,47.463287,-122.293175,7539.4
99903:990006,9332,47.463390,-122.293045,7591.3
99903:990006,9333,47.463390,-122.293045,7591.3
99903:990006,9334,47.463490,-122.292892,7643.4
99903:990006,9335,47.463490,-122.292892,7643.4
99903:990006,9336,47.463543,-122.292824,7669.4
99903:990006,9337,47.463543,-122.292824,7669.4
99903:990006,9338,47.463592,-122.292755,7695.4
99903:990006,9339,47.463592,-122.292755,7695.4
99903:990006,9340,47.463646,-122.292671,7721.4
99903:990006,9341,47.463646,-122.292671,7721.4
99903:990006,9342,47.463711,-122.292580,7754.5
99903:990006,9343,47.463711,-122.292580,7754.5
99903:990006,9344,47.463818,-122.292397,7815.1
99903:990006,9345,47.463818,-122.292397,7815.1
99903:990006,9346,47.463921,-122.292206,7875.8
99903:990006,9347,47.463921,-122.292206,7875.8
99903:990006,9348,47.464024,-122.292000,7936.5
99903:990006,9349,47.464024,-122.292000,7936.5
99903:990006,9350,47.464115,-122.291801,7997.1
99903:990006,9351,47.464115,-122.291801,7997.1
99903:990006,9352,47.464203,-122.291595,8057.7
99903:990006,9353,47.464203,-122.291595,8057.7
99903:990006,9354,47.464283,-122.291374,8118.4
99903:990006,9355,47.464283,-122.291374,8118.4
99903:990006,9356,47.464333,-122.291237,8158.2
99903:990006,9357,47.464333,-122.291237,8158.2
99903:990006,9358,47.464390,-122.291046,8207.8
99903:990006,9359,47.464390,-122.291046,8207.8
99903:990006,9360,47.464447,-122.290871,8257.4
99903:990006,9361,47.464447,-122.290871,8257.4
99903:990006,9362,47.464462,-122.290771,8282.2
99903:990006,9363,47.464462,-122.290771,8282.2
99903:990006,9364,47.464485,-122.290680,8307.0
99903:990006,9365,47.464485,-122.290680,8307.0
99903:990006,9366,47.464508,-122.290581,8332.8
99903:990006,9367,47.464508,-122.290581,8332.8
99903:990006,9368,47.464520,-122.290489,8356.5
99903:990006,9369,47.464520,-122.290489,8356.5
99903:990006,9370,47.464527,-122.290390,8381.3
99903:990006,9371,47.464527,-122.290390,8381.3
99903:990006,9372,47.464535,-122.290283,8406.1
99903:990006,9373,47.464535,-122.290283,8406.1
99903:990006,9374,47.464554,-122.290161,8438.4
99903:990006,9375,47.464554,-122.290161,8438.4
99903:990006,9376,47.464554,-122.290009,8474.9
99903:990006,9377,47.464554,-122.290009,8474.9
99903:990006,9378,47.464550,-122.289856,8511.4
99903:990006,9379,47.464550,-122.289856,8511.4
99903:990006,9380,47.464531,-122.289719,8547.9
99903:990006,9381,47.464531,-122.289719,8547.9
99903:990006,9382,47.464512,-122.289574,8584.5
99903:990006,9383,47.464512,-122.289574,8584.5
99903:990006,9384,47.464489,-122.289421,8621.0
99903:990006,9385,47.464489,-122.289421,8621.0
99903:990006,9386,47.464458,-122.289299,8653.3
99903:990006,9387,47.464458,-122.289299,8653.3
99903:990006,9388,47.464428,-122.289200,8681.3
99903:990006,9389,47.464428,-122.289200,8681.3
99903:990006,9390,47.464397,-122.289093,8709.3
99903:990006,9391,47.464397,-122.289093,8709.3
99903:990006,9392,47.464359,-122.289001,8737.3
99903:990006,9393,47.464359,-122.289001,8737.3
99903:990006,9394,47.464237,-122.288658,8833.2
99903:990006,9395,47.464237,-122.288658,8833.2
99903:990006,9396,47.463989,-122.287956,9027.8
99903:990006,9397,47.463989,-122.287956,9027.8
99903:990006,9398,47.463654,-122.287033,9289.2
99903:990006,9399,47.463654,-122.287033,9289.2
99903:990006,9400,47.463535,-122.286690,9382.6
99903:990006,9401,47.463535,-122.286690,9382.6
99903:990006,9402,47.463367,-122.286224,9513.5
99903:990006,9403,47.463367,-122.286224,9513.5
99903:990006,9404,47.463322,-122.286087,9551.4
99903:990006,9405,47.463322,-122.286087,9551.4
99903:990006,9406,47.463291,-122.285950,9584.3
99903:990006,9407,47.463291,-122.285950,9584.3
99903:990006,9408,47.463257,-122.285805,9625.9
99903:990006,9409,47.463257,-122.285805,9625.9
99903:990006,9410,47.463238,-122.285652,9663.0
99903:990006,9411,47.463238,-122.285652,9663.0
99903:990006,9412,47.463223,-122.285500,9699.9
99903:990006,9413,47.463223,-122.285500,9699.9
99903:990006,9414,47.463211,-122.285339,9741.3
99903:990006,9415,47.463211,-122.285339,9741.3
99903:990006,9416,47.463211,-122.285118,9795.8
99903:990006,9417,47.463211,-122.285118,9795.8
99903:990006,9418,47.463223,-122.284843,9862.2
99903:990006,9419,47.463223,-122.284843,9862.2
99903:990006,9420,47.463245,-122.284569,9930.0
99903:990006,9421,47.463245,-122.284569,9930.0
99903:990006,9422,47.463268,-122.284340,9990.3
99903:990006,9423,47.463268,-122.284340,9990.3
99903:990006,9424,47.463306,-122.284096,10050.6
99903:990006,9425,47.463306,-122.284096,10050.6
99903:990006,9426,47.463356,-122.283836,10118.4
99903:990006,9427,47.463356,-122.283836,10118.4
99903:990006,9428,47.463402,-122.283600,10178.7
99903:990006,9429,47.463402,-122.283600,10178.7
99903:990006,9430,47.463459,-122.283371,10239.0
99903:990006,9431,47.463459,-122.283371,10239.0
99903:990006,9432,47.463558,-122.283043,10329.4
99903:990006,9433,47.463558,-122.283043,10329.4
99903:990006,9434,47.463676,-122.282715,10419.9
99903:990006,9435,47.463676,-122.282715,10419.9
99903:990006,9436,47.463802,-122.282402,10510.3
99903:990006,9437,47.463802,-122.282402,10510.3
99903:990006,9438,47.463943,-122.282097,10600.7
99903:990006,9439,47.463943,-122.282097,10600.7
99903:990006,9440,47.464066,-122.281883,10668.5
99903:990006,9441,47.464066,-122.281883,10668.5
99903:990006,9442,47.464172,-122.281700,10729.3
99903:990006,9443,47.464172,-122.281700,10729.3
99903:990006,9444,47.464756,-122.280830,11032.0
99903:990006,9445,47.464756,-122.280830,11032.0
99903:990006,9446,47.464943,-122.280525,11134.5
99903:990006,9447,47.464943,-122.280525,11134.5
99903:990006,9448,47.465065,-122.280312,11204.4
99903:990006,9449,47.465065,-122.280312,11204.4
99903:990006,9450,47.465168,-122.280106,11265.7
99903:990006,9451,47.465168,-122.280106,11265.7
99903:990006,9452,47.465267,-122.279915,11326.9
99903:990006,9453,47.465267,-122.279915,11326.9
99903:990006,9454,47.465374,-122.279671,11396.9
99903:990006,9455,47.465374,-122.279671,11396.9
99903:990006,9456,47.465481,-122.279396,11475.6
99903:990006,9457,47.465481,-122.279396,11475.6
99903:990006,9458,47.465576,-122.279152,11545.6
99903:990006,9459,47.465576,-122.279152,11545.6
99903:990006,9460,47.465668,-122.278877,11624.3
99903:990006,9461,47.465668,-122.278877,11624.3
99903:990006,9462,47.465763,-122.278572,11703.0
99903:990006,9463,47.465763,-122.278572,11703.0
99903:990006,9464,47.465824,-122.278328,11769.3
99903:990006,9465,47.465824,-122.278328,11769.3
99903:990006,9466,47.465885,-122.278084,11833.8
99903:990006,9467,47.465885,-122.278084,11833.8
99903:990006,9468,47.465935,-122.277824,11898.5
99903:990006,9469,47.465935,-122.277824,11898.5
99903:990006,9470,47.465973,-122.277580,11963.1
99903:990006,9471,47.465973,-122.277580,11963.1
99903:990006,9472,47.465996,-122.277344,12020.5
99903:990006,9473,47.465996,-122.277344,12020.5
99903:990006,9474,47.466011,-122.277115,12078.0
99903:990006,9475,47.466011,-122.277115,12078.0
99903:990006,9476,47.466026,-122.276878,12135.4
99903:990006,9477,47.466026,-122.276878,12135.4
99903:990006,9478,47.466026,-122.276649,12192.9
99903:990006,9479,47.466026,-122.276649,12192.9
99903:990006,9480,47.466026,-122.276413,12250.4
99903:990006,9481,47.466026,-122.276413,12250.4
99903:990006,9482,47.466019,-122.276184,12307.8
99903:990006,9483,47.466019,-122.276184,12307.8
99903:990006,9484,47.465996,-122.275955,12365.2
99903:990006,9485,47.465996,-122.275955,12365.2
99903:990006,9486,47.465973,-122.275734,12422.6
99903:990006,9487,47.465973,-122.275734,12422.6
99903:990006,9488,47.465923,-122.275421,12501.6
99903:990006,9489,47.465923,-122.275421,12501.6
99903:990006,9490,47.465862,-122.275108,12582.5
99903:990006,9491,47.465862,-122.275108,12582.5
99903:990006,9492,47.465382,-122.273094,13107.2
99903:990006,9493,47.465382,-122.273094,13107.2
99903:990006,9494,47.465309,-122.272743,13201.0
99903:990006,9495,47.465309,-122.272743,13201.0
99903:990006,9496,47.465267,-122.272484,13266.4
99903:990006,9497,47.465267,-122.272484,13266.4
99903:990006,9498,47.465241,-122.272247,13325.4
99903:990006,9499,47.465241,-122.272247,13325.4
99903:990006,9500,47.465218,-122.272003,13384.4
99903:990006,9501,47.465218,-122.272003,13384.4
99903:990006,9502,47.465206,-122.271774,13443.4
99903:990006,9503,47.465206,-122.271774,13443.4
99903:990006,9504,47.465214,-122.271431,13527.8
99903:990006,9505,47.465214,-122.271431,13527.8
99903:990006,9506,47.465229,-122.271118,13604.8
99903:990006,9507,47.465229,-122.271118,13604.8
99903:990006,9508,47.465244,-122.270981,13641.2
99903:990006,9509,47.465244,-122.270981,13641.2
99903:990006,9510,47.465279,-122.270828,13677.8
99903:990006,9511,47.465279,-122.270828,13677.8
99903:990006,9512,47.465302,-122.270691,13714.4
99903:990006,9513,47.465302,-122.270691,13714.4
99903:990006,9514,47.465336,-122.270554,13751.0
99903:990006,9515,47.465336,-122.270554,13751.0
99903:990006,9516,47.465382,-122.270393,13792.8
99903:990006,9517,47.465382,-122.270393,13792.8
99903:990006,9518,47.465431,-122.270271,13829.4
99903:990006,9519,47.465431,-122.270271,13829.4
99903:990006,9520,47.465481,-122.270134,13866.0
99903:990006,9521,47.465481,-122.270134,13866.0
99903:990006,9522,47.465534,-122.270027,13902.6
99903:990006,9523,47.465534,-122.270027,13902.6
99903:990006,9524,47.465603,-122.269897,13939.2
99903:990006,9525,47.465603,-122.269897,13939.2
99903:990006,9526,47.465668,-122.269791,13975.8
99903:990006,9527,47.465668,-122.269791,13975.8
99903:990006,9528,47.465736,-122.269684,14012.4
99903:990006,9529,47.465736,-122.269684,14012.4
99903:990006,9530,47.465801,-122.269585,14049.0
99903:990006,9531,47.465801,-122.269585,14049.0
99903:990006,9532,47.465908,-122.269463,14096.1
99903:990006,9533,47.465908,-122.269463,14096.1
99903:990006,9534,47.466011,-122.269356,14143.1
99903:990006,9535,47.466011,-122.269356,14143.1
99903:990006,9536,47.466125,-122.269257,14190.2
99903:990006,9537,47.466125,-122.269257,14190.2
99903:990006,9538,47.466225,-122.269180,14232.0
99903:990006,9539,47.466225,-122.269180,14232.0
99903:990006,9540,47.466347,-122.269112,14279.0
99903:990006,9541,47.466347,-122.269112,14279.0
99903:990006,9542,47.466454,-122.269051,14320.8
99903:990006,9543,47.466454,-122.269051,14320.8
99903:990006,9544,47.466564,-122.269012,14362.6
99903:990006,9545,47.466564,-122.269012,14362.6
99903:990006,9546,47.466709,-122.268974,14414.0
99903:990006,9547,47.466709,-122.268974,14414.0
99903:990006,9548,47.466843,-122.268944,14465.4
99903:990006,9549,47.466843,-122.268944,14465.4
99903:990006,9550,47.467011,-122.268921,14527.1
99903:990006,9551,47.467011,-122.268921,14527.1
99903:990006,9552,47.468437,-122.268791,15048.2
99903:990006,9553,47.468437,-122.268791,15048.2
99903:990006,9554,47.468620,-122.268791,15114.5
99903:990006,9555,47.468620,-122.268791,15114.5
99903:990006,9556,47.468800,-122.268791,15178.6
99903:990006,9557,47.468800,-122.268791,15178.6
99903:990006,9558,47.468994,-122.268806,15251.9
99903:990006,9559,47.468994,-122.268806,15251.9
99903:990006,9560,47.469170,-122.268822,15316.0
99903:990006,9561,47.469170,-122.268822,15316.0
99903:990006,9562,47.469566,-122.268890,15460.9
99903:990006,9563,47.469566,-122.268890,15460.9
99903:990006,9564,47.472145,-122.269440,16412.2
99903:990006,9565,47.472145,-122.269440,16412.2
99903:990006,9566,47.472626,-122.269562,16589.4
99903:990006,9567,47.472626,-122.269562,16589.4
99903:990006,9568,47.473103,-122.269699,16766.7
99903:990006,9569,47.473103,-122.269699,16766.7
99903:990006,9570,47.473419,-122.269806,16884.9
99903:990006,9571,47.473419,-122.269806,16884.9
99903:990006,9572,47.473736,-122.269928,17003.1
99903:990006,9573,47.473736,-122.269928,17003.1
99903:990006,9574,47.474049,-122.270050,17121.2
99903:990006,9575,47.474049,-122.270050,17121.2
99903:990006,9576,47.474354,-122.270187,17239.4
99903:990006,9577,47.474354,-122.270187,17239.4
99903:990006,9578,47.474621,-122.270325,17342.8
99903:990006,9579,47.474621,-122.270325,17342.8
99903:990006,9580,47.474892,-122.270462,17446.2
99903:990006,9581,47.474892,-122.270462,17446.2
99903:990006,9582,47.475780,-122.270950,17792.5
99903:990006,9583,47.475780,-122.270950,17792.5
99903:990006,9584,47.478886,-122.272690,19004.3
99903:990006,9585,47.478886,-122.272690,19004.3
99903:990006,9586,47.479065,-122.272766,19072.4
99903:990006,9587,47.479065,-122.272766,19072.4
99903:990006,9588,47.479229,-122.272850,19135.3
99903:990006,9589,47.479229,-122.272850,19135.3
99903:990006,9590,47.479374,-122.272903,19190.8
99903:990006,9591,47.479374,-122.272903,19190.8
99903:990006,9592,47.479523,-122.272957,19246.4
99903:990006,9593,47.479523,-122.272957,19246.4
99903:990006,9594,47.479755,-122.273026,19333.7
99903:990006,9595,47.479755,-122.273026,19333.7
99903:990006,9596,47.479996,-122.273071,19421.0
99903:990006,9597,47.479996,-122.273071,19421.0
99903:990006,9598,47.480213,-122.273094,19500.4
99903:990006,9599,47.480213,-122.273094,19500.4
99903:990006,9600,47.480454,-122.273094,19587.7
99903:990006,9601,47.480454,-122.273094,19587.7
99903:990006,9602,47.480644,-122.273087,19658.8
99903:990006,9603,47.480644,-122.273087,19658.8
99903:990006,9604,47.480816,-122.273071,19721.7
99903:990006,9605,47.480816,-122.273071,19721.7
99903:990006,9606,47.481556,-122.272949,19991.5
99903:990006,9607,47.481556,-122.272949,19991.5
99903:990006,9608,47.481808,-122.272919,20084.3
99903:990006,9609,47.481808,-122.272919,20084.3
99903:990006,9610,47.482079,-122.272896,20184.4
99903:990006,9611,47.482079,-122.272896,20184.4
99903:990006,9612,47.482330,-122.272903,20276.2
99903:990006,9613,47.482330,-122.272903,20276.2
99903:990006,9614,47.482487,-122.272934,20332.6
99903:990006,9615,47.482487,-122.272934,20332.6
99903:990006,9616,47.482636,-122.272972,20389.0
99903:990006,9617,47.482636,-122.272972,20389.0
99903:990006,9618,47.482788,-122.273018,20445.4
99903:990006,9619,47.482788,-122.273018,20445.4
99903:990006,9620,47.482945,-122.273071,20501.7
99903:990006,9621,47.482945,-122.273071,20501.7
99903:990006,9622,47.483089,-122.273140,20558.1
99903:990006,9623,47.483089,-122.273140,20558.1
99903:990006,9624,47.483238,-122.273209,20614.5
99903:990006,9625,47.483238,-122.273209,20614.5
99903:990006,9626,47.483376,-122.273300,20671.0
99903:990006,9627,47.483376,-122.273300,20671.0
99903:990006,9628,47.483524,-122.273399,20729.6
99903:990006,9629,47.483524,-122.273399,20729.6
99903:990006,9630,47.483719,-122.273560,20809.6
99903:990006,9631,47.483719,-122.273560,20809.6
99903:990006,9632,47.483891,-122.273727,20885.0
99903:990006,9633,47.483891,-122.273727,20885.0
99903:990006,9634,47.484043,-122.273888,20954.1
99903:990006,9635,47.484043,-122.273888,20954.1
99903:990006,9636,47.484219,-122.274109,21039.9
99903:990006,9637,47.484219,-122.274109,21039.9
99903:990006,9638,47.484482,-122.274460,21168.5
99903:990006,9639,47.484482,-122.274460,21168.5
99903:990006,9640,47.485760,-122.276291,21818.0
99903:990006,9641,47.485760,-122.276291,21818.0
99903:990006,9642,47.486065,-122.276733,21973.5
99903:990006,9643,47.486065,-122.276733,21973.5
99903:990006,9644,47.488598,-122.280350,23258.6
99903:990006,9645,47.488598,-122.280350,23258.6
99903:990006,9646,47.488743,-122.280540,23331.9
99903:990006,9647,47.488743,-122.280540,23331.9
99903:990006,9648,47.488872,-122.280708,23393.6
99903:990006,9649,47.488872,-122.280708,23393.6
99903:990006,9650,47.489002,-122.280853,23454.1
99903:990006,9651,47.489002,-122.280853,23454.1
99903:990006,9652,47.489143,-122.281006,23518.5
99903:990006,9653,47.489143,-122.281006,23518.5
99903:990006,9654,47.489387,-122.281242,23623.1
99903:990006,9655,47.489387,-122.281242,23623.1
99903:990006,9656,47.489643,-122.281441,23727.7
99903:990006,9657,47.489643,-122.281441,23727.7
99903:990006,9658,47.489895,-122.281624,23832.3
99903:990006,9659,47.489895,-122.281624,23832.3
99903:990006,9660,47.490170,-122.281769,23936.9
99903:990006,9661,47.490170,-122.281769,23936.9
99903:990006,9662,47.490417,-122.281883,24033.4
99903:990006,9663,47.490417,-122.281883,24033.4
99903:990006,9664,47.490681,-122.281975,24130.0
99903:990006,9665,47.490681,-122.281975,24130.0
99903:990006,9666,47.490955,-122.282043,24232.3
99903:990006,9667,47.490955,-122.282043,24232.3
99903:990006,9668,47.491356,-122.282112,24378.9
99903:990006,9669,47.491356,-122.282112,24378.9
99903:990006,9670,47.493881,-122.282547,25306.9
99903:990006,9671,47.493881,-122.282547,25306.9
99903:990006,9672,47.494270,-122.282631,25449.7
99903:990006,9673,47.494270,-122.282631,25449.7
99903:990006,9674,47.494518,-122.282715,25542.4
99903:990006,9675,47.494518,-122.282715,25542.4
99903:990006,9676,47.494762,-122.282822,25635.2
99903:990006,9677,47.494762,-122.282822,25635.2
99903:990006,9678,47.495003,-122.282944,25727.9
99903:990006,9679,47.495003,-122.282944,25727.9
99903:990006,9680,47.495232,-122.283112,25820.7
99903:990006,9681,47.495232,-122.283112,25820.7
99903:990006,9682,47.495453,-122.283302,25913.4
99903:990006,9683,47.495453,-122.283302,25913.4
99903:990006,9684,47.495564,-122.283409,25963.4
99903:990006,9685,47.495564,-122.283409,25963.4
99903:990006,9686,47.495674,-122.283524,26013.4
99903:990006,9687,47.495674,-122.283524,26013.4
99903:990006,9688,47.495876,-122.283752,26106.1
99903:990006,9689,47.495876,-122.283752,26106.1
99903:990006,9690,47.496059,-122.284012,26198.8
99903:990006,9691,47.496059,-122.284012,26198.8
99903:990006,9692,47.496208,-122.284241,26277.4
99903:990006,9693,47.496208,-122.284241,26277.4
99903:990006,9694,47.496361,-122.284515,26363.1
99903:990006,9695,47.496361,-122.284515,26363.1
99903:990006,9696,47.496933,-122.285606,26706.9
99903:990006,9697,47.496933,-122.285606,26706.9
99903:990006,9698,47.497135,-122.285980,26822.1
99903:990006,9699,47.497135,-122.285980,26822.1
99903:990006,9700,47.497238,-122.286156,26881.4
99903:990006,9701,47.497238,-122.286156,26881.4
99903:990006,9702,47.497372,-122.286346,26949.2
99903:990006,9703,47.497372,-122.286346,26949.2
99903:990006,9704,47.497486,-122.286522,27008.5
99903:990006,9705,47.497486,-122.286522,27008.5
99903:990006,9706,47.497604,-122.286674,27067.8
99903:990006,9707,47.497604,-122.286674,27067.8
99903:990006,9708,47.497753,-122.286850,27135.6
99903:990006,9709,47.497753,-122.286850,27135.6
99903:990006,9710,47.497917,-122.287041,27211.9
99903:990006,9711,47.497917,-122.287041,27211.9
99903:990006,9712,47.498093,-122.287224,27288.2
99903:990006,9713,47.498093,-122.287224,27288.2
99903:990006,9714,47.498268,-122.287384,27364.5
99903:990006,9715,47.498268,-122.287384,27364.5
99903:990006,9716,47.498432,-122.287521,27432.3
99903:990006,9717,47.498432,-122.287521,27432.3
99903:990006,9718,47.498615,-122.287659,27508.6
99903:990006,9719,47.498615,-122.287659,27508.6
99903:990006,9720,47.498779,-122.287781,27576.3
99903:990006,9721,47.498779,-122.287781,27576.3
99903:990006,9722,47.498978,-122.287895,27652.6
99903:990006,9723,47.498978,-122.287895,27652.6
99903:990006,9724,47.499149,-122.287987,27720.4
99903:990006,9725,47.499149,-122.287987,27720.4
99903:990006,9726,47.499325,-122.288071,27788.2
99903:990006,9727,47.499325,-122.288071,27788.2
99903:990006,9728,47.499508,-122.288139,27856.1
99903:990006,9729,47.499508,-122.288139,27856.1
99903:990006,9730,47.499687,-122.288208,27924.5
99903:990006,9731,47.499687,-122.288208,27924.5
99903:990006,9732,47.499969,-122.288284,28028.2
99903:990006,9733,47.499969,-122.288284,28028.2
99903:990006,9734,47.501465,-122.288658,28580.1
99903:990006,9735,47.501465,-122.288658,28580.1
99903:990006,9736,47.501686,-122.288727,28664.1
99903:990006,9737,47.501686,-122.288727,28664.1
99903:990006,9738,47.501896,-122.288795,28743.7
99903:990006,9739,47.501896,-122.288795,28743.7
99903:990006,9740,47.502216,-122.288933,28863.8
99903:990006,9741,47.502216,-122.288933,28863.8
99903:990006,9742,47.504650,-122.290009,29792.6
99903:990006,9743,47.504650,-122.290009,29792.6
99903:990006,9744,47.504898,-122.290108,29886.0
99903:990006,9745,47.504898,-122.290108,29886.0
99903:990006,9746,47.505058,-122.290161,29945.9
99903:990006,9747,47.505058,-122.290161,29945.9
99903:990006,9748,47.505226,-122.290184,30006.6
99903:990006,9749,47.505226,-122.290184,30006.6
99903:990006,9750,47.505379,-122.290184,30062.6
99903:990006,9751,47.505379,-122.290184,30062.6
99903:990006,9752,47.505543,-122.290176,30123.7
99903:990006,9753,47.505543,-122.290176,30123.7
99903:990006,9754,47.505673,-122.290131,30169.6
99903:990006,9755,47.505673,-122.290131,30169.6
99903:990006,9756,47.505795,-122.290092,30215.5
99903:990006,9757,47.505795,-122.290092,30215.5
99903:990006,9758,47.505913,-122.290039,30261.4
99903:990006,9759,47.505913,-122.290039,30261.4
99903:990006,9760,47.506016,-122.289970,30302.1
99903:990006,9761,47.506016,-122.289970,30302.1
99903:990006,9762,47.506126,-122.289886,30347.9
99903:990006,9763,47.506126,-122.289886,30347.9
99903:990006,9764,47.506226,-122.289803,30388.7
99903:990006,9765,47.506226,-122.289803,30388.7
99903:990006,9766,47.506325,-122.289696,30434.6
99903:990006,9767,47.506325,-122.289696,30434.6
99903:990006,9768,47.506409,-122.289589,30475.3
99903:990006,9769,47.506409,-122.289589,30475.3
99903:990006,9770,47.506500,-122.289459,30521.2
99903:990006,9771,47.506500,-122.289459,30521.2
99903:990006,9772,47.506584,-122.289337,30562.0
99903:990006,9773,47.506584,-122.289337,30562.0
99903:990006,9774,47.506657,-122.289192,30607.9
99903:990006,9775,47.506657,-122.289192,30607.9
99903:990006,9776,47.506725,-122.289055,30648.6
99903:990006,9777,47.506725,-122.289055,30648.6
99903:990006,9778,47.506786,-122.288902,30694.5
99903:990006,9779,47.506786,-122.288902,30694.5
99903:990006,9780,47.506832,-122.288750,30735.2
99903:990006,9781,47.506832,-122.288750,30735.2
99903:990006,9782,47.506882,-122.288574,30781.1
99903:990006,9783,47.506882,-122.288574,30781.1
99903:990006,9784,47.506912,-122.288422,30821.9
99903:990006,9785,47.506912,-122.288422,30821.9
99903:990006,9786,47.506943,-122.288284,30857.4
99903:990006,9787,47.506943,-122.288284,30857.4
99903:990006,9788,47.506966,-122.288124,30897.4
